core_name,core_type,sample_depth_start,sample_depth_end,latitude,longitude,wdepth,UK37,include,reference_name,reference_link,notes
POS413_11-2,GC,0,1,43.525,9.98,148,0.523,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_15-2,MC,0,1,43.821,9.584,431,0.586,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_19-3,MC,0,1,43.044,9.269,657,0.620,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_22-3,GC,0,1,44.301,9.28,51,0.595,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_24-3,MC,0,1,44.184,9.146,852,0.549,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_33-3,GC,0,1,44.395,8.768,68,0.676,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_35-3,GC,0,1,44.323,8.683,196,0.603,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_36-4,GC,0,1,44.381,8.904,68,0.591,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_37-4,MC,0,1,44.242,8.854,735,0.594,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_38-1,MC,0,1,43.978,8.674,1700,0.537,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_41-4,GC,0,1,43.767,7.586,51,0.550,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_44-3,GC,0,1,43.783,7.713,62,0.583,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_45-3,GC,0,1,43.737,7.74,284,0.535,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_46-3,MC,0,1,43.528,7.727,2194,0.539,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_47-3,GC,0,1,43.824,7.872,30,0.626,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_49-3,GC,0,1,43.811,7.874,93,0.609,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_54-4,GC,0,1,43.867,8.061,49,0.561,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_55-3,GC,0,1,43.894,8.092,35,0.645,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_57-3,GC,0,1,43.933,8.154,37,0.518,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_58-3,MC,0,1,43.856,8.225,510,0.551,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_60-1,MC,0,1,43.545,8.838,2240,0.507,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
JT96-0909pc,PC,1,2,48.912,-126.89,920,0.367,1,Kienast2001  Leduc2010,http://dx.doi.org/10.1016/j.quascirev.2010.01.004  http://dx.doi.org/10.1029/2000gl012543,backcalculated from sst=9.8
ME0005A-24JC ,JPC,0,1,0.022,-86.463,2941,0.886,1,Kienast2006  Kienast2012,http://dx.doi.org/10.1038/nature05377  http://dx.doi.org/10.1029/2011pa002254,
54-2-PG9,GC,0,1,-8.1,-104.3,3560,1.000,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
AMPH-19G,GC,0,1,-8.333,-107.783,3090,1.000,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
AMPH-25G,GC,0,1,-9.05,-105.883,3660,0.911,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
CARR12,GC,0,1,-8.9,-103.5,4060,0.894,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
DWBG-140G,GC,0,1,-5.917,-112.508,4120,1.000,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
DWBG-143,GC,0,1,-3.617,-114.3,4310,0.895,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
DWBG-144,GC,0,1,-1.23,-115.767,4200,0.920,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
GC-10,GC,0,1,-14.9,-75.6,-999,0.721,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
GS7202-18,GC,0,1,-4.975,-98.017,3869,1.000,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
GS7202-19,GC,0,1,-6.975,-97.983,3842,0.930,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
GS7202-20,GC,0,1,-8.767,-98.008,3952,0.924,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
GS7202-22,GC,0,1,-7.56,-101.4,3961,1.000,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
GS7202-23,GC,0,1,-8.367,-101.45,4010,0.922,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
GS7202-24,GC,0,1,-9.98,-101.647,4459,0.911,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
GS7202-38,GC,0,1,-16.207,-107.617,3790,1.000,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
GS7202-40,GC,0,1,-17.017,-101.017,4078,0.901,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
GS7202-46,GC,0,1,-12.298,-78.475,3200,0.893,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
GS7202-52,GC,0,1,-12.533,-78.667,3250,0.905,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-176-2-MC11-D,MC,0,1,5.445,-77.705,1844,0.972,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-176-2-MC14-G,MC,0,1,4.847,-77.614,884,0.959,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-176-2-MC21-F,MC,0,1,4.271,-77.74,1065,0.921,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-176-2-MC24-F,MC,0,1,3.861,-78.222,1903,0.956,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-176-2-MC28-G,MC,0,1,2.894,-79.798,2260,0.951,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-176-2-MC33-F,MC,0,1,4.667,-77.963,2202,0.954,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-176-2-MC37-H,MC,0,1,6.639,-77.781,1256,0.949,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-176-2-MC4-A,MC,0,1,7.276,-78.248,2121,0.949,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-176-2-MC40-H,MC,0,1,7.1,-80.53,1509,0.957,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-176-2-MC5-F,MC,0,1,7.119,-78.033,1977,0.959,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-176-2-MC7-G,MC,0,1,6.821,-77.936,2883,0.953,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-182-9-MC10-F,MC,0,1,-11.667,-77.559,99,0.747,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-182-9-MC12-H,MC,0,1,-10.999,-78.166,319,0.822,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-182-9-MC13-E,MC,0,1,-11,-78.167,325,0.797,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-182-9-MC14-F,MC,0,1,-8.166,-80.325,325,0.774,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-182-9-MC15-F,MC,0,1,-3.603,-83.947,3222,0.797,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-182-9-MC16-F,MC,0,1,1.5,-86.199,2728,0.903,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-182-9-MC17-H,MC,0,1,8.5,-90,3472,0.937,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-182-9-MC2-E,MC,0,1,-16.813,-72.715,-999,0.667,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-182-9-MC3-A,MC,0,1,-15.632,-75.13,980,0.751,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-182-9-MC4-F,MC,0,1,-13.333,-77.217,1450,0.782,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-182-9-MC6-E,MC,0,1,-13.3,-76.98,788,0.754,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-182-9-MC7-H,MC,0,1,-12.8,-77,-999,0.800,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-182-9-MC8-C,MC,0,1,-12.3,-78,-999,0.802,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-182-9-MC9-G,MC,0,1,-11.7,-78.4,-999,0.800,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-195-5-MC11-E,MC,0,1,-1.533,-86.785,2288,0.840,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-195-5-MC12-E,MC,0,1,-3.711,-81.104,378,0.819,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-195-5-MC16-E,MC,0,1,-3.75,-81.136,375,0.807,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-195-5-MC18-E,MC,0,1,-3.987,-81.31,1024,0.818,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-195-5-MC22-E,MC,0,1,-3.85,-81.25,689,0.823,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-195-5-MC25-E,MC,0,1,-3.583,-81.165,381,0.777,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-195-5-MC33-E,MC,0,1,-3.224,-82.914,2949,0.781,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-195-5-MC34-E,MC,0,1,-3.598,-83.963,3224,0.788,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-195-5-MC38-E,MC,0,1,-1.266,-89.699,597,0.829,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-195-5-MC42-D,MC,0,1,-1.253,-89.686,615,0.862,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
KNR-195-5-MC9-E,MC,0,1,-0.826,-87.908,1563,0.849,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
ME0005A-04MC6,MC,0,1,15.65,95.28,725,0.981,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
ME0005A-07MC3,MC,0,1,15.71,-95.29,577,0.991,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
ME0005A-08MC4,MC,0,1,15.58,-95.28,1079,0.941,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
ME0005A-14MC7,MC,0,1,5.847,-86.449,2045,0.976,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
ME0005A-15MC6,MC,0,1,4.614,-86.704,904,0.946,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
ME0005A-20MC8,MC,0,1,3.212,-86.486,2675,0.952,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
ME0005A-21MC4,MC,0,1,0.012,-86.463,2942,0.915,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
ME0005A-25MC2,MC,0,1,-1.853,-82.787,2203,0.845,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
ME0005A-29MC2,MC,0,1,-0.513,-81.995,1343,0.921,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
ME0005A-35MC3,MC,0,1,4.12,-85.005,3404,0.952,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
ME0005A-38MC2,MC,0,1,7.317,-84.113,1003,0.957,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
ME0005A-41MC2,MC,0,1,7.856,-83.608,1370,0.962,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
ODP 1228,drill,0,1,-11.065,-78.078,262,0.791,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
P6702-G11,GC,0,1,-5,-103,3694,0.897,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
P6702-G13,GC,0,1,-6.133,-81.583,2936,0.815,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
P6702-G34,GC,0,1,-9.333,-109.9,2807,0.917,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
P6702-G4,PC,0,1,1.25,-103.04,3317,1.000,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
P6702-G52,GC,0,1,-1.717,-90.583,3330,0.894,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
P6702-G59,GC,0,1,2.75,-85.333,3274,0.948,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
RC13-106,PC,0,1,-5.415,-88.808,4021,0.877,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
RC13-108,PC,0,1,-3.12,-89.418,3308,0.859,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
RC13-142,PC,0,1,4.463,-82.438,3550,0.963,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
RC18-46,PC,0,1,-5.395,-87.257,3872,0.868,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
RC18-48,PC,0,1,-3.632,-82.438,2846,0.928,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
RC23-20,PC,0,1,0.998,-83.615,3186,0.920,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
SCAN-95G,GC,0,1,-4.995,-114.082,4189,0.890,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
W7706-40K,GC,0,1,-11.255,-77.963,186,0.767,1,Kienast2012,http://dx.doi.org/10.1029/2011pa002254,
TG7 (MC),MC,0,1,-17.2,-78.6,3120,0.730,1,Kienast2012  Calvo2001,http://dx.doi.org/10.1029/2011pa002254  http://dx.doi.org/10.1029/2000gl012024,sampling of this core has been performed every 2-3 cm
TR163-31,PC,0,1,-3.617,-83.967,3210,0.792,1,Kienast2012  Dubois2009,http://dx.doi.org/10.1029/2011pa002254  http://dx.doi.org/10.1029/2009pa001781,
B0406,BC,0,1,-14.132,-76.502,299,0.647,1,Kienast2012  Gutierrez2011,http://dx.doi.org/10.1029/2011pa002254  http://dx.doi.org/10.1029/2010gl046324,
SO147-106KL,PC,0,1,-12.05,-77.664,184,0.763,1,Kienast2012  Rein2005,http://dx.doi.org/10.1029/2011pa002254  http://dx.doi.org/10.1029/2004pa001099,
GeoB1023-5,GC,8,9,-17.158,11.008,1978,0.716,1,Kim2002  Leduc2010,http://dx.doi.org/10.1016/j.quascirev.2010.01.004  http://dx.doi.org/10.1016/s0012-821x(01)00545-3,
GIK17748-2,GC,3,4,-32.75,-72.033,2545,0.570,1,Kim2002  Leduc2010,http://dx.doi.org/10.1016/j.quascirev.2010.01.004  http://dx.doi.org/10.1016/s0277-3791(02)00012-4,
ODP 1078C,drill,1,2,-11.92,13.4,426,0.860,1,Kim2003  Leduc2010,http://dx.doi.org/10.1016/j.quascirev.2010.01.004  http://dx.doi.org/10.1029/2003gl017557,
SSDP102,GC,2,3,34.95,128.88,40,0.780,1,Kim2004,http://dx.doi.org/10.1016/j.quascirev.2004.08.010,backcalculated from sst=21.8
GeoB5901-2,GC,0,1,36.38,-7.071,574,0.682,1,Kim2004  Leduc2010,http://dx.doi.org/10.1016/j.quascirev.2010.01.004  http://dx.doi.org/10.1016/j.quascirev.2004.08.010,backcalculated from sst=18.9
SO42-74KL,KC,1,2,14.321,57.347,3212,0.967,1,Kim2004  Leduc2010,http://dx.doi.org/10.1016/j.quascirev.2010.01.004  http://dx.doi.org/10.1016/j.quascirev.2004.08.010,backcalculated from sst=27.3
TY93-905,GC,0,0,11.067,51.95,1567,0.913,1,Kim2004  Leduc2010,http://dx.doi.org/10.1016/j.quascirev.2010.01.004  http://dx.doi.org/10.1016/j.quascirev.2004.08.010,backcalculated from sst=25.7
GeoB6007-2,GC,-999,-999,30.85,-10.268,583,0.655,1,Kim2007  Leduc2010,http://dx.doi.org/10.1016/j.quascirev.2010.01.004  http://dx.doi.org/10.1130/g23251a.1,backcalculated from sst=18.5
DGKS 9604,PC,0,1,28.283,127.017,766,0.909,1,Kim2015,http://dx.doi.org/10.1186/s40645-015-0074-1,backcalculated using Muller calibration
KY07-04 PC-01,PC,0,1,31.63,128.95,758,0.797,1,Kim2015,http://dx.doi.org/10.1186/s40645-015-0074-1,backcalculated using Prahl 1988
MD98-2195,PC,0,1,31.46,128.94,746,0.852,1,Kim2015,http://dx.doi.org/10.1186/s40645-015-0074-1,backcalculated using Prahl 1988
RC11-238,PC,-999,-999,-1.517,-85.82,2573,0.870,1,Koutavas2008  Kienast2012,http://dx.doi.org/10.1029/2008pa001593  http://dx.doi.org/10.1029/2011pa002254,
V19-27,PC,-999,-999,-0.467,-82.067,1373,0.941,1,Koutavas2008  Kienast2012,http://dx.doi.org/10.1029/2008pa001593  http://dx.doi.org/10.1029/2011pa002254,
V19-28,PC,-999,-999,-2.367,-84.65,2720,0.856,1,Koutavas2008  Kienast2012,http://dx.doi.org/10.1029/2008pa001593  http://dx.doi.org/10.1029/2011pa002254,
V19-30,PC,-999,-999,-3.383,-83.517,3091,0.812,1,Koutavas2008  Kienast2012,http://dx.doi.org/10.1029/2008pa001593  http://dx.doi.org/10.1029/2011pa002254,
V21-30,PC,-999,-999,-1.217,-89.683,617,0.881,1,Koutavas2008  Kienast2012,http://dx.doi.org/10.1029/2008pa001593  http://dx.doi.org/10.1029/2011pa002254,
SO93-126KL,PC,2,3,19.973,90.034,1253,0.957,1,Kudrass2001  Leduc2010,http://dx.doi.org/10.1016/j.quascirev.2010.01.004  http://dx.doi.org/10.1130/0091-7613(2001)029%3C0063:maaocc%3E2.0.co;2,
MD02-2529,-999,3,3,8.206,-84.122,1619,0.954,1,Leduc2007  Kienast2012,http://dx.doi.org/10.1038/nature05578  http://dx.doi.org/10.1029/2011pa002254,
PC17,PC,0,20,21.358,-158.19,503,0.909,1,Lee2001  Leduc2010,http://dx.doi.org/10.1016/j.quascirev.2010.01.004  http://dx.doi.org/10.1029/1999pa000493,backcalculated from sst=25.6; uk37 is average from past 1000 years
05PC-21,PC,-999,-999,38.4,131.55,1721,0.617,1,Lee2008a,http://dx.doi.org/10.1016/j.orggeochem.2008.02.003,back calculated from Coretop SST of 17
GeoB8301,MC,0,1,-34.775,17.699,1941,0.680,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002056,
GeoB8303,MC,0,1,-34.261,16.785,3447,0.650,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002057,
GeoB8305,MC,0,1,-33.478,17.177,712,0.660,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002058,
GeoB8306,MC,0,1,-33.741,16.843,1924,0.650,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002059,
GeoB8307,MC,0,1,-33.834,16.5,2668,0.690,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002060,
GeoB8308,MC,0,1,-33.92,16.268,3162,0.680,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002061,
GeoB8310,MC,0,1,-32.909,16.382,1995,0.650,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002062,
GeoB8311,MC,0,1,-33.365,16.309,9,0.670,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002063,
GeoB8313,MC,0,1,-32.123,15.944,1090,0.660,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002064,
GeoB8314,MC,0,1,-32.499,15.813,1977,0.650,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002065,
GeoB8315,MC,0,1,-32.888,15.695,2996,0.650,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002066,
GeoB8316,MC,0,1,-32.74,15.734,2667,0.660,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002067,
GeoB8317,MC,0,1,-32.329,15.163,2930,0.690,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002068,
GeoB8318,MC,0,1,-32.152,16.805,307,0.610,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002069,
GeoB8319,MC,0,1,-32.496,18.078,69,0.530,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002070,
GeoB8321,MC,0,1,-31.864,18.117,104,0.550,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002071,
GeoB8322,MC,0,1,-31.954,18.118,105,0.540,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002072,
GeoB8323,MC,0,1,-32.032,18.222,90,0.540,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002073,
GeoB8324,MC,0,1,-31.747,18.091,100,0.540,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002074,
GeoB8325,MC,0,1,-30.595,17.279,134,0.570,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002075,
GeoB8327,MC,0,1,-29.703,17.007,88,0.570,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002076,
GeoB8328,MC,0,1,-29.939,17.058,112,0.570,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002077,
GeoB8329,MC,0,1,-29.928,17.034,111,0.560,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002078,
GeoB8331,MC,0,1,-29.136,16.714,88,0.520,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002079,
GeoB8332,MC,0,1,-29.128,16.659,117,0.550,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002080,
GeoB8333,MC,0,1,-29.122,16.615,20,0.550,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002081,
GeoB8336,MC,0,1,-29.21,12.344,3626,0.640,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002082,
GeoB8337,MC,0,1,-29.408,13.178,3079,0.670,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002083,
GeoB8338,MC,0,1,-29.5,14.322,915,0.610,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002084,
GeoB8340,MC,0,1,-30.317,14.825,600,0.640,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002085,
GeoB8342,MC,0,1,-31.501,13.001,3521,0.680,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002086,
GeoB8343,MC,0,1,-30.849,13.325,3089,0.650,1,Lee2008b,http://dx.doi.org/10.1029/2008gc002087,
GeoB10701-4,MC,0,2,40,17.467,1187,0.601,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10702-3,MC,0,2,40,17.586,910,0.575,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10703-3,MC,0,2,40,17.741,277,0.578,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10704-3,MC,0,2,40,17.833,219,0.564,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10705-3,MC,0,2,39.853,17.912,128,0.572,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10706-3,MC,0,2,39.825,17.833,218,0.561,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10707-4,MC,0,2,39.783,17.583,1598,0.622,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10708-3,MC,0,2,39.808,17.733,686,0.597,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10709-4,MC,0,2,39.757,17.893,173,0.591,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10710-4,MC,0,2,39.592,17.683,2040,0.623,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10711-3,MC,0,2,39.683,17.8,1049,0.569,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10712-3,MC,0,2,39.726,17.862,618,0.637,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10713-3,MC,0,2,39.692,18.283,127,0.549,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10714-3,MC,0,2,39.64,18.283,207,0.631,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10715-3,MC,0,2,39.558,18.283,697,0.628,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10716-3,MC,0,2,39.345,18.283,1328,0.544,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10717-3,MC,0,2,39.742,18.08,96,0.609,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10718-3,MC,0,2,39.693,18.058,219,0.620,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10719-3,MC,0,2,39.653,18.042,616,0.658,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10720-5,MC,0,2,39.507,17.978,1387,0.578,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10721-3,MC,0,2,42.166,16.767,203,0.637,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10722-3,MC,0,2,42.167,16.5,142,0.586,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10723-3,MC,0,2,42.167,16,114,0.561,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10724-3,MC,0,2,42.001,16.216,50,0.568,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10725-3,MC,0,2,42.05,16.216,94,0.548,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10726-3,MC,0,2,42,16.717,183,0.645,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10727-3,MC,0,2,41.8,16.617,101,0.589,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10728-3,MC,0,2,41.783,16.858,194,0.669,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10729-4,MC,0,2,41.646,17.191,712,0.618,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10730-3,MC,0,2,41.5,17.05,183,0.698,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10731-3,MC,0,2,41.5,16.658,96,0.578,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10732-3,MC,0,2,41.5,16.407,51,0.560,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10733-3,MC,0,2,41.5,16.225,22,0.554,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10734-3,MC,0,2,41.666,16.242,18,0.583,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10735-3,MC,0,2,41.5,17.308,733,0.569,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10736-3,MC,0,2,40.758,18.192,123,0.603,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10737-3,MC,0,2,40.625,18.329,113,0.599,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10738-3,MC,0,2,40.546,18.466,112,0.591,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
GeoB10739-3,MC,0,2,40.5,18.642,565,0.607,1,Leider2010,http://dx.doi.org/10.1016/j.epsl.2010.09.042,
