sampleID,index_column,core_name,core_type,sample_depth_start,sample_depth_end,Latitude,Longitude,modernWaterDepth,TEX86,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren_prime,BIT,publicationYear,reference_name,remark,reference_link,dataset_DOI,ringIndex,gdgt23ratio,methaneIndex,gdgtZeroOverZeroCren,TEX_RI,deltaRI,QC_flag,match_lat,match_lon,match_depth,SST,thermocline_depth,thermocline_T,thermocline_T_depthIntegral,SSN,thermocline_nitrate,thermocline_nitrate_depthIntegral,region_ID,regionName,pred_tex,tex_residuals
RR00178,JET_RR_00178,BS649,MC,0.0,1.0,74.535,28.566,394.0,0.372262774,0.55,0.0172,0.0052,0.003,0.4225,0.002,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.7346,1.7333333333333332,0.05645699044232052,0.55,1.7634418460685013,0.028841846068501376,include,74.625,28.625,400.0,4.54619,,,,6.2850366,nan,nan,50.0,Barent Sea (open sea),,
RR00179,JET_RR_00179,Station B,MC,0.0,1.0,60.621,-81.712,156.0,0.373702422,0.4794,0.0181,0.0048,0.0025,0.4917,0.0035,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,2.016,1.9199999999999997,0.04878985785631963,0.4794,1.7658987557527714,-0.25010124424722857,include,60.625,-81.625,150.0,1.54109,,,,1.3901482,nan,nan,18.0,Hudson Bay,,
RR00180,JET_RR_00180,GeoB2707-4,MC,0.0,1.0,-41.945,-56.323,3167.0,0.376,0.499,0.0543,0.022,0.0032,0.414,0.0075,-999.0,2008.0,Kim2008,Data published in Tierney & Tingley (2015),https://doi.org/10.1016/j.gca.2007.12.010,'https://doi.org/10.25921/wt2r-sc81,1.7939,6.874999999999999,0.15868263473053892,0.499,1.7698483200000001,-0.02405167999999991,include,-41.875,-56.375,3200.0,10.07401,,,,18.592255,nan,nan,13.0,Eastern South America Offshore,,
RR00181,JET_RR_00181,AII-GGC-28,GGC,1.0,2.0,-46.875,7.542,2517.0,0.376,0.5143,0.06,0.0249,0.0031,0.3896,0.0081,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.7099,8.032258064516128,0.18118179946469015,0.5143,1.7698483200000001,0.059948320000000166,include,-46.875,7.625,2500.0,5.73601,,,,19.437117,nan,nan,40.0,Southern Ocean Front-Atlantic,,
RR00182,JET_RR_00182,GeoB2727-1,MC,0.0,1.0,-48.013,-56.538,2803.0,0.377,0.4921,0.0592,0.0243,0.0035,0.413,0.008,-999.0,2008.0,Kim2008,Data published in Tierney & Tingley (2015),https://doi.org/10.1016/j.gca.2007.12.010,'https://doi.org/10.25921/wt2r-sc81,1.8023,6.942857142857142,0.17125984251968504,0.4921,1.77157828,-0.030721720000000063,include,-48.125,-56.625,2800.0,7.46549,,,,20.671776,nan,nan,13.0,Eastern South America Offshore,,
RR00183,JET_RR_00183,CL03-35 BC,MC,0.0,0.5,46.621,-58.712,370.0,0.377,0.4682,0.034,0.0127,0.0032,0.4773,0.0047,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.9969999999999999,3.9687499999999996,0.09381462680955067,0.4682,1.77157828,-0.22542171999999994,include,46.625,-58.625,375.0,6.62291,,,,0.7866856,nan,nan,12.0,Eastern North America Offshore,,
RR00184,JET_RR_00184,GeoB2734-2,MC,0.0,1.0,-39.29,-54.342,2272.0,0.377,0.4995,0.0472,0.0191,0.0032,0.4247,0.0063,-999.0,2008.0,Kim2008,Data published in Tierney & Tingley (2015),https://doi.org/10.1016/j.gca.2007.12.010,'https://doi.org/10.25921/wt2r-sc81,1.819,5.968749999999999,0.13886113886113882,0.4995,1.77157828,-0.04742172,include,-39.375,-54.375,2300.0,12.760791,,,,15.267092,nan,nan,13.0,Eastern South America Offshore,,
RR00185,JET_RR_00185,BS679,MC,0.0,1.0,76.617,34.45,193.0,0.379,0.5107,0.0158,0.0047,0.003,0.4639,0.0019,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.8974,1.5666666666666667,0.04802779480891069,0.5107,1.77505812,-0.12234188000000001,include,76.625,34.375,200.0,1.2144101,,,,5.74592,nan,nan,50.0,Barent Sea (open sea),,
RR00186,JET_RR_00186,NP-07-13-55,MC,0.0,1.0,79.149,11.744,340.0,0.379,0.5767,0.0147,0.0047,0.0027,0.3996,0.0016,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.637,1.7407407407407407,0.052208835341365466,0.5767,1.77505812,0.13805811999999995,include,79.125,11.625,350.0,2.48089,,,,nan,nan,nan,14.0,Greenland Sea,,
RR00187,JET_RR_00187,M2003-01,BC,0.0,1.0,62.001,-1.966,1602.0,0.379,0.5262,0.0368,0.013,0.0039,0.4145,0.0056,-999.0,2008.0,Kim2008,Data published in Tierney & Tingley (2015),https://doi.org/10.1016/j.gca.2007.12.010,'https://doi.org/10.25921/wt2r-sc81,1.7549,3.3333333333333335,0.1133389615871676,0.5262,1.77505812,0.020158120000000057,include,62.125,-1.875,1600.0,9.087009,,,,6.303385,nan,nan,26.0,North Atlantic,,
RR00188,JET_RR_00188,BS681,MC,0.0,1.0,76.433,37.167,249.0,0.379,0.5306,0.0154,0.0046,0.0027,0.4445,0.0021,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.8191,1.7037037037037035,0.04836991263584062,0.5306,1.77505812,-0.04404187999999998,include,76.375,37.125,250.0,0.98311,35.0,0.3491,0.8065007,5.8908014,7.8333154,6.531214,50.0,Barent Sea (open sea),0.358719,0.020281008720397953
RR00189,JET_RR_00189,NP-07-13-15,MC,0.0,1.0,79.228,11.706,269.0,0.38,0.5814,0.0174,0.0054,0.003,0.3906,0.0022,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.6083999999999998,1.8,0.06163401815575729,0.5814,1.776808,0.1684080000000001,include,79.125,11.625,275.0,2.48089,,,,nan,nan,nan,14.0,Greenland Sea,,
RR00190,JET_RR_00190,BS643,MC,0.0,1.0,76.486,29.905,291.0,0.38,0.5258,0.0148,0.0043,0.0026,0.4504,0.0021,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.8412,1.653846153846154,0.045761282159426396,0.5258,1.776808,-0.064392,include,76.375,29.875,300.0,1.76021,,,,6.0590677,nan,nan,50.0,Barent Sea (open sea),,
RR00191,JET_RR_00191,BS5 Gotland deep,BC,0.0,1.0,57.621,20.712,240.0,0.377521614,0.4333,0.0216,0.0072,0.0022,0.5319,0.0037,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,2.1850000000000005,3.2727272727272725,0.054712319096364266,0.4333,1.772483286423388,-0.41251671357661257,include,57.625,20.625,250.0,9.1679,,,,0.35151777,nan,nan,4.0,Baltic Sea,,
RR00192,JET_RR_00192,BS3,BC,0.0,1.0,55.621,16.712,66.0,0.381,0.4688,0.0233,0.0078,0.0029,0.4936,0.0036,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,2.0364,2.689655172413793,0.06400602409638555,0.4688,1.7785645200000002,-0.2578354799999998,include,55.625,16.625,65.0,9.2883,,,,0.3623513,nan,nan,4.0,Baltic Sea,,
RR00193,JET_RR_00193,GeoB6410-1,MC,0.0,1.0,-44.517,-20.9,4038.0,0.381,0.4789,0.0648,0.0274,0.0034,0.4164,0.0091,-999.0,2008.0,Kim2008,Data published in Tierney & Tingley (2015),https://doi.org/10.1016/j.gca.2007.12.010,'https://doi.org/10.25921/wt2r-sc81,1.8317999999999999,8.058823529411764,0.18345806946843216,0.4789,1.7785645200000002,-0.05323547999999967,include,-44.625,-20.875,4000.0,10.081909,,,,13.582705,nan,nan,37.0,South Atlantic Gyre,,
RR00194,JET_RR_00194,GeoB2717-8,MC,0.0,1.0,-47.162,-56.487,4479.0,0.381,0.4928,0.0606,0.0248,0.0032,0.4093,0.0094,-999.0,2008.0,Kim2008,Data published in Tierney & Tingley (2015),https://doi.org/10.1016/j.gca.2007.12.010,'https://doi.org/10.25921/wt2r-sc81,1.7946,7.749999999999999,0.1746501084171102,0.4928,1.7785645200000002,-0.01603547999999977,include,-47.125,-56.375,4500.0,9.08909,,,,18.348404,nan,nan,13.0,Eastern South America Offshore,,
RR00195,JET_RR_00195,Oyster grounds,BC,0.0,1.0,54.5,4.5,47.0,0.382,0.5028,0.0331,0.0123,0.0049,0.4438,0.0032,-999.0,2008.0,Kim2008,Data published in Tierney & Tingley (2015),https://doi.org/10.1016/j.gca.2007.12.010,'https://doi.org/10.25921/wt2r-sc81,1.8603999999999998,2.510204081632653,0.10114618942288357,0.5028,1.78032768,-0.08007231999999975,include,54.375,4.375,45.0,11.276891,,,,0.31937814,nan,nan,27.0,North Sea,,
RR00196,JET_RR_00196,BY5 Bornholm ,MC,0.0,1.0,55.621,15.712,89.0,0.382,0.4313,0.0234,0.0085,0.0028,0.5308,0.0032,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,2.1848,3.035714285714286,0.061016353085985575,0.4313,1.78032768,-0.40447232,include,55.625,15.625,90.0,9.2745,,,,0.41844064,nan,nan,4.0,Baltic Sea,,
RR00197,JET_RR_00197,GeoB2718-1,MC,0.0,1.0,-47.307,-58.175,2990.0,0.383,0.4872,0.0603,0.0261,0.0035,0.4151,0.0077,-999.0,2008.0,Kim2008,Data published in Tierney & Tingley (2015),https://doi.org/10.1016/j.gca.2007.12.010,'https://doi.org/10.25921/wt2r-sc81,1.8142,7.457142857142857,0.17534620635849424,0.4872,1.78209748,-0.03210252000000002,include,-47.375,-58.125,3000.0,7.9257,,,,20.240463,nan,nan,13.0,Eastern South America Offshore,,
RR00198,JET_RR_00198,NP-07-13-31,MC,0.0,1.0,80.362,16.28,398.0,0.383,0.5301,0.0157,0.0051,0.0028,0.4444,0.0019,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.8195000000000001,1.8214285714285716,0.050223451798254944,0.5301,1.78209748,-0.037402520000000106,include,80.375,16.375,400.0,0.8358,,,,8.2410965,nan,nan,14.0,Greenland Sea,,
RR00199,JET_RR_00199,BS645,MC,0.0,1.0,75.853,29.45,296.0,0.38559322,0.5124,0.0145,0.0044,0.0027,0.464,0.002,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.8954000000000002,1.6296296296296295,0.044298605414273995,0.5124,1.786717896549095,-0.10868210345090512,include,75.875,29.375,300.0,2.57669,,,,5.973782,nan,nan,50.0,Barent Sea (open sea),,
RR00200,JET_RR_00200,HB-6,MC,0.0,1.0,60.621,-91.712,120.0,0.383,0.5002,0.0145,0.0045,0.0026,0.4763,0.0019,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.9441000000000002,1.7307692307692306,0.04321728691476591,0.5002,1.78209748,-0.16200252000000015,include,60.625,-91.625,125.0,1.6842899,,,,1.5217528,nan,nan,18.0,Hudson Bay,,
RR00201,JET_RR_00201,North Frisian Front,BC,0.0,1.0,54.0,4.5,42.0,0.384,0.5059,0.0345,0.0131,0.0048,0.4381,0.0036,-999.0,2008.0,Kim2008,Data published in Tierney & Tingley (2015),https://doi.org/10.1016/j.gca.2007.12.010,'https://doi.org/10.25921/wt2r-sc81,1.8418999999999999,2.729166666666667,0.1060514065978547,0.5059,1.78387392,-0.05802607999999987,include,53.875,4.375,40.0,11.36801,,,,0.34289318,nan,nan,27.0,North Sea,,
RR00202,JET_RR_00202,NBP9903-21 ,KC,0.0,2.0,-64.844,-62.976,282.0,0.384,0.5227,0.0161,0.005,0.0025,0.4512,0.0025,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.8484,2.0,0.04944479363084014,0.5227,1.78387392,-0.06452608000000004,include,-64.875,-62.875,275.0,,,,,nan,nan,nan,9.0,Drake Passage,,
RR00203,JET_RR_00203,PD90-7-6,SMG,0.0,5.0,-65.121,-63.191,171.0,0.384,0.5165,0.0192,0.0061,0.0025,0.4524,0.0033,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.8617000000000001,2.44,0.05749741468459151,0.5165,1.78387392,-0.07782608000000013,include,-65.125,-63.125,175.0,,,,,nan,nan,nan,9.0,Drake Passage,,
RR00204,JET_RR_00204,NBP0003-30 ,KC,0.0,2.0,-64.281,-58.45,843.0,0.385,0.5082,0.0122,0.0034,0.002,0.4719,0.0023,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.9218,1.7,0.03578690524603498,0.5082,1.785657,-0.1361429999999999,include,-64.375,-58.375,850.0,,,,,nan,nan,nan,9.0,Drake Passage,,
RR00205,JET_RR_00205,MC-6,MC,0.0,1.0,39.32,139.211,856.0,0.386,0.5283,0.0365,0.0133,0.0051,0.4123,0.0045,-999.0,2008.0,Kim2008,Data published in Tierney & Tingley (2015),https://doi.org/10.1016/j.gca.2007.12.010,'https://doi.org/10.25921/wt2r-sc81,1.7456,2.6078431372549016,0.11638753444986219,0.5283,1.7874467200000002,0.041846720000000115,include,39.375,139.125,850.0,16.68951,,,,0.72388476,nan,nan,21.0,Japan Sea,,
RR00206,JET_RR_00206,NBP0003-1 ,KC,0.0,5.0,-64.294,-58.578,768.0,0.386,0.5002,0.0137,0.0038,0.002,0.4774,0.0028,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.9481000000000002,1.9,0.03902341404842906,0.5002,1.7874467200000002,-0.16065328,include,-64.375,-58.625,750.0,,,,,nan,nan,nan,9.0,Drake Passage,,
RR00207,JET_RR_00207,NP-07-13-11,MC,0.0,1.0,79.118,11.661,313.0,0.387,0.5652,0.0147,0.0048,0.0029,0.4109,0.0016,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.6829999999999998,1.6551724137931034,0.05150609335479421,0.5652,1.78924308,0.10624308000000027,include,79.125,11.625,325.0,2.48089,10.0,1.91111,2.3104548,nan,nan,nan,14.0,Greenland Sea,0.37611517,0.01088482689857484
RR00208,JET_RR_00208,NBP9507-2,KC,1.0,2.0,-62.208,-57.494,300.0,0.388,0.4367,0.013,0.0038,0.0017,0.542,0.0027,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,2.2045000000000003,2.235294117647059,0.03284801136363636,0.4367,1.79104608,-0.41345392000000025,include,-62.125,-57.375,300.0,-0.37381002,,,,20.724712,nan,nan,9.0,Drake Passage,,
RR00209,JET_RR_00209,PLS-91-1-21,BC,0.0,1.0,82.662,47.889,1345.0,0.388,0.49,0.0383,0.0152,0.0038,0.4473,0.0053,-999.0,2008.0,Kim2008,Data published in Tierney & Tingley (2015),https://doi.org/10.1016/j.gca.2007.12.010,'https://doi.org/10.25921/wt2r-sc81,1.8905,4.0,0.1123749754853893,0.49,1.79104608,-0.09945391999999997,include,82.625,47.875,1350.0,-1.3013101,70.0,0.1554,-1.0683175,8.001514,8.660274,8.291423,3.0,Arctic Ocean,0.33703306,0.050966936826705944
RR00210,JET_RR_00210,BS647,MC,0.0,1.0,75.201,29.0,343.0,0.389,0.5067,0.0153,0.0047,0.0028,0.4683,0.0023,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.9155,1.6785714285714286,0.04620997162545602,0.5067,1.7928557200000002,-0.12264427999999983,include,75.125,28.875,350.0,3.80649,,,,6.209135,nan,nan,50.0,Barent Sea (open sea),,
RR00211,JET_RR_00211,GeoB6413-4,GBC,0.0,1.0,-44.207,-17.34,3768.0,0.389,0.4786,0.0627,0.0271,0.0038,0.4189,0.009,-999.0,2008.0,Kim2008,Data published in Tierney & Tingley (2015),https://doi.org/10.1016/j.gca.2007.12.010,'https://doi.org/10.25921/wt2r-sc81,1.8399,7.131578947368421,0.17948226270373924,0.4786,1.7928557200000002,-0.04704427999999994,include,-44.125,-17.375,3800.0,9.756,,,,14.567963,nan,nan,37.0,South Atlantic Gyre,,
RR00212,JET_RR_00212,GeoB2722-2,MC,0.0,1.0,-47.327,-58.62,2351.0,0.39,0.5004,0.0613,0.0291,0.0035,0.3992,0.0065,-999.0,2008.0,Kim2008,Data published in Tierney & Tingley (2015),https://doi.org/10.1016/j.gca.2007.12.010,'https://doi.org/10.25921/wt2r-sc81,1.7528,8.314285714285715,0.18795036028823062,0.5004,1.794672,0.04187200000000013,include,-47.375,-58.625,2400.0,7.72919,45.0,6.41631,7.212241,20.413452,21.218176,20.59486,13.0,Eastern South America Offshore,0.4328139,-0.04281391263008116
RR00213,JET_RR_00213,MD03-2601,PC,9.0,10.0,-66.051,138.557,750.0,0.39,0.5824,0.0179,0.006,0.0034,0.3882,0.0021,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.6013,1.7647058823529413,0.0653735632183908,0.5824,1.794672,0.1933720000000001,include,-66.125,138.625,750.0,-1.65431,,,,27.283073,nan,nan,41.0,Tasman-Antarctica 140E Transect,,
RR00214,JET_RR_00214,NP-07-13-44,MC,0.0,1.0,79.012,11.726,285.0,0.392,0.5475,0.015,0.005,0.0031,0.4278,0.0016,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.7519,1.6129032258064517,0.05104972375690607,0.5475,1.7983244800000002,0.04642448000000021,include,79.125,11.625,275.0,2.48089,,,,nan,nan,nan,14.0,Greenland Sea,,
RR00215,JET_RR_00215,NP-07-13-42,MC,0.0,1.0,78.986,11.837,320.0,0.390438247,0.5433,0.0153,0.0049,0.0031,0.4316,0.0018,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.768,1.5806451612903225,0.05101817385592292,0.5433,1.7954700718818377,0.0274700718818377,include,78.875,11.875,325.0,,,,,nan,nan,nan,14.0,Greenland Sea,,
RR00216,JET_RR_00216,BS6 Baltic proper,MC,0.0,1.0,58.621,20.712,175.0,0.393,0.4062,0.0218,0.0077,0.0021,0.558,0.0042,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,2.2923,3.666666666666667,0.05321657123610643,0.4062,1.80016068,-0.49213931999999994,include,58.625,20.625,175.0,8.891709,,,,0.49269655,nan,nan,4.0,Baltic Sea,,
RR00217,JET_RR_00217,BS639,MC,0.0,1.0,75.563,27.893,263.0,0.394,0.4971,0.0142,0.0045,0.0029,0.4794,0.0018,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.9567,1.5517241379310345,0.04295942720763723,0.4971,1.80200352,-0.15469648000000014,include,75.625,27.875,275.0,2.61311,35.0,2.22489,2.5100598,5.7045784,7.6511793,6.2669206,50.0,Barent Sea (open sea),0.378424,0.015576011180877702
RR00218,JET_RR_00218,Gullmarsfjord,BC,0.0,0.5,58.333,11.5,110.0,0.394,0.4317,0.0237,0.0086,0.0037,0.5291,0.0032,-999.0,2008.0,Kim2008,Data published in Tierney & Tingley (2015),https://doi.org/10.1016/j.gca.2007.12.010,'https://doi.org/10.25921/wt2r-sc81,2.1812,2.324324324324324,0.06334682386063697,0.4317,1.80200352,-0.37919648000000006,include,58.375,11.375,100.0,,,,,nan,nan,nan,27.0,North Sea,,
RR00219,JET_RR_00219,GeoB6414-1,GBC,0.0,1.0,-43.999,-13.07,3830.0,0.395,0.4871,0.0637,0.0288,0.0037,0.4077,0.0092,-999.0,2008.0,Kim2008,Data published in Tierney & Tingley (2015),https://doi.org/10.1016/j.gca.2007.12.010,'https://doi.org/10.25921/wt2r-sc81,1.8,7.783783783783783,0.18748781913856946,0.4871,1.8038530000000002,0.0038530000000001063,include,-43.875,-13.125,3800.0,10.06331,,,,12.683517,nan,nan,37.0,South Atlantic Gyre,,
RR00220,JET_RR_00220,HB-4,MC,0.0,1.0,60.621,-87.712,205.0,0.396,0.5356,0.0273,0.0113,0.0038,0.4192,0.0028,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.7493,2.9736842105263155,0.0913006029285099,0.5356,1.8057091200000002,0.05640912000000009,include,60.625,-87.625,200.0,1.78769,,,,1.3665321,nan,nan,18.0,Hudson Bay,,
RR00221,JET_RR_00221,NP-07-13-60,MC,0.0,1.0,78.928,12.062,204.0,0.397,0.551,0.0151,0.0051,0.0033,0.424,0.0015,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.7371999999999999,1.5454545454545456,0.05233853006681515,0.551,1.8075718800000002,0.07037188000000039,include,78.875,12.125,200.0,,,,,nan,nan,nan,14.0,Greenland Sea,,
RR00222,JET_RR_00222,LMG0502-25 ,KC,0.0,1.0,-64.797,-60.383,861.0,0.397,0.5037,0.0126,0.0036,0.0022,0.4754,0.0025,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.938,1.6363636363636362,0.03707435019141648,0.5037,1.8075718800000002,-0.1304281199999997,include,-64.875,-60.375,850.0,,,,,nan,nan,nan,9.0,Drake Passage,,
RR00223,JET_RR_00223,NP-07-13-35,MC,0.0,1.0,79.798,18.134,446.0,0.397,0.5524,0.0154,0.005,0.0031,0.4221,0.0021,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.7314999999999998,1.6129032258064517,0.05249050703596158,0.5524,1.8075718800000002,0.07607188000000042,include,79.875,18.125,450.0,0.67739,,,,nan,nan,nan,14.0,Greenland Sea,,
RR00224,JET_RR_00224,GeoB2715-1,MC,0.0,1.0,-43.903,-57.662,3280.0,0.398,0.5117,0.0607,0.0291,0.0035,0.3875,0.0074,-999.0,2008.0,Kim2008,Data published in Tierney & Tingley (2015),https://doi.org/10.1016/j.gca.2007.12.010,'https://doi.org/10.25921/wt2r-sc81,1.709,8.314285714285715,0.19111020073740267,0.5117,1.8094412800000002,0.10044128000000008,include,-43.875,-57.625,3300.0,9.896391,50.0,7.3574,9.008577,17.085453,20.435585,17.990822,13.0,Eastern South America Offshore,0.45359206,-0.05559206199645994
RR00225,JET_RR_00225,NP-07-13-46,MC,0.0,1.0,79.029,11.493,267.0,0.399,0.5304,0.0149,0.0049,0.0031,0.4447,0.0019,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.8204,1.5806451612903225,0.04877529286474973,0.5304,1.8113173200000001,-0.009082679999999899,include,79.125,11.375,275.0,,,,,6.0953803,nan,nan,14.0,Greenland Sea,,
RR00226,JET_RR_00226,NP-07-13-47,MC,0.0,1.0,79.016,11.599,252.0,0.399,0.5327,0.0159,0.0052,0.0031,0.441,0.0022,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.8084,1.6774193548387097,0.051775780915703895,0.5327,1.8113173200000001,0.002917320000000112,include,79.125,11.625,250.0,2.48089,,,,nan,nan,nan,14.0,Greenland Sea,,
RR00227,JET_RR_00227,GeoB6408-3,GBC,0.0,1.0,-43.614,-20.441,3797.0,0.399,0.4704,0.0667,0.0294,0.0042,0.4186,0.0106,-999.0,2008.0,Kim2008,Data published in Tierney & Tingley (2015),https://doi.org/10.1016/j.gca.2007.12.010,'https://doi.org/10.25921/wt2r-sc81,1.8549,7.0,0.18942398489140694,0.4704,1.8113173200000001,-0.043582679999999874,include,-43.625,-20.375,3800.0,11.01481,,,,12.801071,nan,nan,37.0,South Atlantic Gyre,,
RR00228,JET_RR_00228,GeoB8331-2,MC,0.0,1.0,80.5,15.9,350.0,0.399,0.5886,0.041,0.0156,0.005,0.3431,0.0066,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.486,3.1199999999999997,0.149769025042548,0.5886,1.8113173200000001,0.32531732000000013,include,80.375,15.875,350.0,0.86701,,,,8.4418125,nan,nan,14.0,Greenland Sea,,
RR00229,JET_RR_00229,NP-07-13-30,MC,0.0,1.0,-29.136,16.714,88.0,0.399,0.5182,0.0161,0.0053,0.003,0.455,0.0023,-999.0,2010.0,Kim2010,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.gca.2010.05.027,'https://doi.org/10.25921/wt2r-sc81,1.8649000000000002,1.7666666666666666,0.050653933983807346,0.5182,1.8113173200000001,-0.053582680000000105,include,-29.125,16.625,90.0,13.728109,,,,nan,nan,nan,36.0,South Africa Offshore,,
